date,open,high,low,close,volume
2015-01-09 09:43:00,8280.55,8282.5,8277.85,8277.85,0
2015-01-09 09:44:00,8277.75,8285.55,8277.4,8285.55,0
2015-01-09 09:45:00,8285.4,8287.65,8280.35,8281.65,0
2015-01-09 09:46:00,8281.4,8282.9,8279.05,8281.95,0
2015-01-09 09:47:00,8282.8,8282.8,8278.05,8279.15,0
2015-01-09 09:48:00,8279.75,8281.3,8278.35,8279.0,0
2015-01-09 09:49:00,8278.65,8284.45,8278.65,8283.75,0
2015-01-09 09:50:00,8283.8,8284.25,8273.95,8275.55,0
2015-01-09 09:51:00,8275.5,8278.8,8275.25,8278.65,0
2015-01-09 09:52:00,8278.95,8281.35,8277.85,8279.05,0
2015-01-09 09:53:00,8279.05,8280.6,8274.95,8278.65,0
2015-01-09 09:54:00,8278.7,8280.6,8275.95,8276.25,0
2015-01-09 09:55:00,8275.95,8278.75,8275.05,8275.1,0
2015-01-09 09:56:00,8275.15,8280.65,8275.1,8280.05,0
2015-01-09 09:57:00,8279.45,8283.6,8279.15,8283.4,0
2015-01-09 09:58:00,8283.05,8283.55,8278.3,8279.35,0
2015-01-09 09:59:00,8279.6,8283.2,8279.2,8282.0,0
2015-01-09 10:00:00,8281.8,8284.95,8281.7,8284.35,0
2015-01-09 10:01:00,8283.75,8285.7,8283.75,8285.05,0
2015-01-09 10:02:00,8284.6,8286.65,8283.9,8286.1,0
2015-01-09 10:03:00,8286.35,8287.35,8284.3,8284.5,0
2015-01-09 10:04:00,8284.4,8286.15,8283.25,8285.5,0
2015-01-09 10:05:00,8285.55,8286.15,8283.35,8283.5,0
2015-01-09 10:06:00,8283.6,8286.4,8283.45,8285.3,0
2015-01-09 10:07:00,8285.2,8285.6,8282.75,8283.0,0
2015-01-09 10:08:00,8282.7,8284.8,8282.05,8282.85,0
2015-01-09 10:09:00,8283.1,8283.6,8279.95,8280.3,0
2015-01-09 10:10:00,8280.05,8280.55,8279.05,8279.25,0
2015-01-09 10:11:00,8278.95,8280.2,8274.95,8275.75,0
2015-01-09 10:12:00,8275.75,8277.95,8275.75,8277.05,0
2015-01-09 10:13:00,8277.1,8279.35,8277.05,8278.9,0
2015-01-09 10:14:00,8279.0,8281.6,8278.35,8281.55,0
2015-01-09 10:15:00,8281.5,8284.05,8281.5,8282.7,0
2015-01-09 10:16:00,8282.25,8282.7,8277.95,8280.85,0
2015-01-09 10:17:00,8281.0,8284.25,8280.85,8280.95,0
2015-01-09 10:18:00,8280.7,8283.35,8279.4,8283.35,0
2015-01-09 10:19:00,8283.05,8283.7,8281.05,8283.35,0
2015-01-09 10:20:00,8283.65,8284.15,8283.1,8283.95,0
2015-01-09 10:21:00,8283.75,8285.75,8283.6,8285.75,0
2015-01-09 10:22:00,8286.2,8287.7,8285.75,8286.8,0
2015-01-09 10:23:00,8286.6,8287.9,8285.25,8285.95,0
2015-01-09 10:24:00,8285.8,8287.9,8285.8,8287.5,0
2015-01-09 10:25:00,8287.5,8288.25,8286.55,8287.4,0
2015-01-09 10:26:00,8288.05,8288.65,8286.95,8288.35,0
2015-01-09 10:27:00,8286.65,8288.4,8286.65,8288.4,0
2015-01-09 10:28:00,8288.25,8290.9,8287.9,8290.9,0
2015-01-09 10:29:00,8290.65,8291.1,8288.5,8290.45,0
2015-01-09 10:30:00,8290.6,8291.45,8289.15,8289.85,0
2015-01-09 10:31:00,8290.1,8290.6,8286.3,8287.05,0
2015-01-09 10:32:00,8287.1,8289.15,8286.6,8288.55,0
2015-01-09 10:33:00,8288.45,8290.0,8286.2,8287.45,0
2015-01-09 10:34:00,8287.25,8289.05,8286.6,8288.25,0
2015-01-09 10:35:00,8288.1,8289.15,8286.45,8286.95,0
2015-01-09 10:36:00,8286.7,8286.95,8283.85,8284.4,0
2015-01-09 10:37:00,8284.2,8287.1,8284.2,8286.15,0
2015-01-09 10:38:00,8286.2,8287.25,8283.75,8285.0,0
2015-01-09 10:39:00,8285.0,8287.45,8284.65,8286.45,0
2015-01-09 10:40:00,8286.4,8287.1,8283.75,8284.05,0
2015-01-09 10:41:00,8284.9,8285.6,8282.6,8283.35,0
2015-01-09 10:42:00,8283.15,8284.1,8282.55,8283.45,0
2015-01-09 10:43:00,8283.45,8283.45,8280.45,8282.45,0
2015-01-09 10:44:00,8282.3,8283.05,8281.25,8281.35,0
2015-01-09 10:45:00,8281.3,8281.4,8279.5,8279.85,0
2015-01-09 10:46:00,8279.85,8282.5,8279.85,8282.15,0
2015-01-09 10:47:00,8282.5,8283.65,8280.05,8281.05,0
2015-01-09 10:48:00,8281.15,8282.35,8280.45,8282.1,0
2015-01-09 10:49:00,8282.05,8283.85,8281.65,8281.85,0
2015-01-09 10:50:00,8281.95,8282.45,8279.65,8281.1,0
2015-01-09 10:51:00,8280.95,8284.5,8279.1,8283.0,0
2015-01-09 10:52:00,8283.0,8284.5,8281.6,8284.3,0
2015-01-09 10:53:00,8284.8,8285.4,8283.45,8283.55,0
2015-01-09 10:54:00,8283.65,8285.75,8283.1,8284.65,0
2015-01-09 10:55:00,8285.0,8285.5,8282.4,8282.9,0
2015-01-09 10:56:00,8283.05,8286.7,8282.9,8285.65,0
2015-01-09 10:57:00,8285.45,8288.2,8285.3,8286.2,0
2015-01-09 10:58:00,8286.05,8287.1,8283.75,8286.4,0
2015-01-09 10:59:00,8286.45,8287.85,8284.9,8285.7,0
2015-01-09 11:00:00,8285.75,8288.85,8285.7,8287.75,0
2015-01-09 11:01:00,8287.8,8287.8,8285.3,8286.9,0
2015-01-09 11:02:00,8287.35,8287.7,8283.65,8284.95,0
2015-01-09 11:03:00,8283.3,8285.9,8282.3,8285.7,0
2015-01-09 11:04:00,8285.7,8288.3,8285.35,8288.0,0
2015-01-09 11:05:00,8287.95,8288.1,8284.95,8286.15,0
2015-01-09 11:06:00,8286.3,8286.7,8283.65,8284.8,0
2015-01-09 11:07:00,8284.55,8285.35,8281.9,8282.6,0
2015-01-09 11:08:00,8282.7,8283.3,8280.45,8281.5,0
2015-01-09 11:09:00,8281.15,8282.25,8280.2,8281.55,0
2015-01-09 11:10:00,8281.85,8285.5,8281.35,8283.0,0
2015-01-09 11:11:00,8283.3,8284.2,8279.9,8281.9,0
2015-01-09 11:12:00,8282.1,8283.2,8281.05,8281.85,0
2015-01-09 11:13:00,8282.05,8286.35,8281.6,8285.45,0
2015-01-09 11:14:00,8285.45,8285.85,8281.05,8282.35,0
2015-01-09 11:15:00,8282.55,8283.2,8279.95,8282.1,0
2015-01-09 11:16:00,8282.3,8282.3,8280.35,8280.5,0
2015-01-09 11:17:00,8280.05,8280.5,8278.15,8278.5,0
2015-01-09 11:18:00,8278.3,8278.75,8276.95,8277.3,0
2015-01-09 11:19:00,8277.2,8278.8,8276.15,8278.45,0
2015-01-09 11:20:00,8278.55,8279.1,8277.6,8277.75,0
2015-01-09 11:21:00,8277.9,8279.7,8277.75,8279.25,0
2015-01-09 11:22:00,8279.25,8280.7,8279.15,8280.6,0
2015-01-09 11:23:00,8280.55,8280.6,8270.5,8270.5,0
2015-01-09 11:24:00,8269.45,8271.3,8266.55,8266.55,0
2015-01-09 11:25:00,8267.05,8267.05,8262.85,8264.3,0
2015-01-09 11:26:00,8264.9,8268.35,8264.3,8266.4,0
2015-01-09 11:27:00,8266.8,8270.15,8266.3,8266.95,0
2015-01-09 11:28:00,8266.55,8267.75,8265.15,8266.4,0
2015-01-09 11:29:00,8266.3,8266.65,8264.2,8264.75,0
2015-01-09 11:30:00,8264.65,8264.75,8253.8,8254.1,0
2015-01-09 11:31:00,8253.65,8259.0,8253.1,8258.8,0
2015-01-09 11:32:00,8258.25,8258.8,8250.2,8252.3,0
2015-01-09 11:33:00,8252.4,8255.6,8250.4,8251.8,0
2015-01-09 11:34:00,8252.8,8255.9,8250.65,8255.55,0
2015-01-09 11:35:00,8255.85,8260.2,8255.55,8259.85,0
2015-01-09 11:36:00,8259.7,8260.4,8256.45,8258.15,0
2015-01-09 11:37:00,8258.25,8261.2,8254.95,8255.65,0
2015-01-09 11:38:00,8254.5,8257.5,8252.5,8252.7,0
2015-01-09 11:39:00,8253.35,8254.5,8250.55,8251.9,0
2015-01-09 11:40:00,8252.4,8254.5,8251.8,8252.95,0
2015-01-09 11:41:00,8253.7,8256.2,8252.6,8256.2,0
2015-01-09 11:42:00,8255.8,8259.7,8255.8,8258.95,0
2015-01-09 11:43:00,8259.05,8259.2,8255.65,8255.85,0
2015-01-09 11:44:00,8255.8,8255.85,8251.4,8255.65,0
2015-01-09 11:45:00,8255.95,8259.5,8254.6,8259.15,0
2015-01-09 11:46:00,8259.2,8259.2,8257.25,8258.7,0
2015-01-09 11:47:00,8259.3,8259.45,8254.45,8258.8,0
2015-01-09 11:48:00,8258.8,8260.7,8256.05,8259.1,0
2015-01-09 11:49:00,8259.75,8260.05,8253.3,8254.8,0
2015-01-09 11:50:00,8254.7,8256.25,8254.45,8255.8,0
2015-01-09 11:51:00,8256.1,8256.45,8255.35,8255.5,0
2015-01-09 11:52:00,8255.5,8256.65,8254.15,8256.45,0
2015-01-09 11:53:00,8256.6,8257.05,8255.5,8256.05,0
2015-01-09 11:54:00,8255.95,8257.65,8255.95,8257.65,0
2015-01-09 11:55:00,8257.3,8258.55,8257.15,8258.55,0
2015-01-09 11:56:00,8258.95,8258.95,8257.15,8257.85,0
2015-01-09 11:57:00,8258.0,8259.0,8257.55,8258.6,0
2015-01-09 11:58:00,8258.45,8260.05,8258.3,8258.85,0
2015-01-09 11:59:00,8258.85,8260.25,8257.7,8259.1,0
2015-01-09 12:00:00,8259.2,8260.3,8256.05,8256.05,0
2015-01-09 12:01:00,8256.2,8258.75,8255.15,8257.85,0
2015-01-09 12:02:00,8257.7,8258.1,8252.75,8253.15,0
2015-01-09 12:03:00,8253.25,8255.15,8248.45,8248.45,0
2015-01-09 12:04:00,8248.05,8248.45,8211.2,8211.5,0
2015-01-09 12:05:00,8211.15,8213.75,8191.1,8213.75,0
2015-01-09 12:06:00,8215.2,8217.85,8211.05,8217.85,0
2015-01-09 12:07:00,8216.7,8226.0,8216.3,8216.6,0
2015-01-09 12:08:00,8217.15,8225.95,8216.3,8221.4,0
2015-01-09 12:09:00,8220.55,8221.4,8211.85,8211.85,0
2015-01-09 12:10:00,8211.7,8213.15,8201.3,8205.2,0
2015-01-09 12:11:00,8204.35,8210.55,8201.6,8203.95,0
2015-01-09 12:12:00,8202.8,8212.55,8201.7,8212.3,0
2015-01-09 12:13:00,8212.9,8217.15,8212.3,8216.2,0
2015-01-09 12:14:00,8216.05,8221.85,8214.85,8221.85,0
2015-01-09 12:15:00,8222.85,8225.3,8221.85,8224.85,0
2015-01-09 12:16:00,8224.8,8226.85,8208.9,8219.35,0
2015-01-09 12:17:00,8220.5,8226.9,8211.9,8224.3,0
2015-01-09 12:18:00,8221.0,8224.3,8215.1,8221.25,0
2015-01-09 12:19:00,8221.55,8222.0,8218.8,8221.5,0
2015-01-09 12:20:00,8221.4,8221.5,8216.75,8217.45,0
2015-01-09 12:21:00,8217.2,8222.6,8217.2,8219.8,0
2015-01-09 12:22:00,8219.9,8222.95,8218.55,8220.45,0
2015-01-09 12:23:00,8220.0,8226.65,8220.0,8226.1,0
2015-01-09 12:24:00,8226.05,8226.55,8218.8,8219.95,0
2015-01-09 12:25:00,8220.75,8225.5,8218.05,8224.5,0
2015-01-09 12:26:00,8224.35,8225.55,8217.15,8217.4,0
2015-01-09 12:27:00,8217.35,8217.4,8210.35,8211.2,0
2015-01-09 12:28:00,8210.7,8214.65,8210.7,8214.4,0
2015-01-09 12:29:00,8214.4,8215.5,8211.8,8214.7,0
2015-01-09 12:30:00,8214.85,8215.6,8210.4,8214.5,0
2015-01-09 12:31:00,8214.6,8217.9,8214.0,8217.75,0
2015-01-09 12:32:00,8217.15,8219.05,8216.55,8216.95,0
2015-01-09 12:33:00,8217.2,8219.5,8198.4,8209.2,0
